movie_id,cast,director
9837,"['ValKilmer', 'RalphFiennes', 'PatrickStewart']",SimonWells
10708,"['EddieMurphy', 'JeffGarlin', 'SteveZahn']",SteveCarr
136400,"['DenzelWashington', 'MarkWahlberg', 'PaulaPatton']",BaltasarKormákur
10992,"['JeffGoldblum', 'ElizabethPerkins', 'AlexanderPollock']",LawrenceGuterman
9654,"['MarkWahlberg', 'CharlizeTheron', 'EdwardNorton']",F.GaryGray
2642,"['SandraBullock', 'HughGrant', 'AliciaWitt']",MarcLawrence
8916,"['WoodyAllen', 'DanAykroyd', 'AnneBancroft']",EricDarnell
19899,"['VinceVaughn', 'MalinÅkerman', 'JasonBateman']",PeterBillingsley
2119,"['TomCruise', 'RobertDuvall', 'NicoleKidman']",TonyScott
9641,"['SteveMartin', 'EugeneLevy', 'BonnieHunt']",AdamShankman
294254,"[""DylanO'Brien"", 'KayaScodelario', 'ThomasBrodie-Sangster']",WesBall
38167,"['JuliaRoberts', 'JamesFranco', 'JavierBardem']",RyanMurphy
5994,"['NicolasCage', 'TéaLeoni', 'DonCheadle']",BrettRatner
39514,"['BruceWillis', 'JohnMalkovich', 'HelenMirren']",RobertSchwentke
9563,"['AlPacino', 'CameronDiaz', 'DennisQuaid']",OliverStone
547,"['RobertRedford', 'KristinScottThomas', 'SamNeill']",RobertRedford
1538,"['TomCruise', 'JamieFoxx', 'JadaPinkettSmith']",MichaelMann
9334,"['DwayneJohnson', 'KellyHu', 'MichaelClarkeDuncan']",ChuckRussell
11128,"['JoaquinPhoenix', 'JohnTravolta', 'JacindaBarrett']",JayRussell
75780,"['TomCruise', 'RosamundPike', 'RichardJenkins']",ChristopherMcQuarrie
8914,"['ThomasJane', 'SaffronBurrows', 'LLCoolJ']",RennyHarlin
13576,"['MichaelJackson', 'Orianthi', 'KennyOrtega']",KennyOrtega
39538,"['MattDamon', 'GwynethPaltrow', 'KateWinslet']",StevenSoderbergh
10628,"[""JerryO'Connell"", 'AnthonyAnderson', 'EstellaWarren']",DavidMcNally
14836,"['DakotaFanning', 'TeriHatcher', 'JenniferSaunders']",HenrySelick
8645,"['MarkWahlberg', 'ZooeyDeschanel', 'JohnLeguizamo']",M.NightShyamalan
9509,"['DenzelWashington', 'DakotaFanning', 'MarcAnthony']",TonyScott
10067,"['TimAllen', 'KristinDavis', 'DannyGlover']",BrianRobbins
9384,"['BenStiller', 'OwenWilson', 'SnoopDogg']",ToddPhillips
9279,"['ArnoldSchwarzenegger', 'PhilHartman', 'Sinbad']",BrianLevant
1487,"['RonPerlman', 'SelmaBlair', 'RupertEvans']",GuillermodelToro
9422,"['JohnTravolta', 'RobertDuvall', 'TonyShalhoub']",StevenZaillian
77174,"['KodiSmit-McPhee', 'TuckerAlbrizzi', 'JodelleFerland']",SamFell
4824,"['BruceWillis', 'RichardGere', 'SidneyPoitier']",MichaelCaton-Jones
9620,"['BenAffleck', 'AaronEckhart', 'UmaThurman']",JohnWoo
9302,"['RobertRedford', 'MichellePfeiffer', 'StockardChanning']",JonAvnet
10199,"['MatthewBroderick', 'DustinHoffman', 'EmmaWatson']",RobertStevenhagen
10771,"['JackieChan', 'JenniferLoveHewitt', 'JasonIsaacs']",KevinDonovan
3512,"['StevenSeagal', 'EricBogosian', 'EverettMcGill']",GeoffMurphy
137094,"['ChrisPine', 'KeiraKnightley', 'KevinCostner']",KennethBranagh
274479,"['JenniferLawrence', 'BradleyCooper', 'RobertDeNiro']",DavidO.Russell
267860,"['GerardButler', 'AaronEckhart', 'MorganFreeman']",BabakNajafi
8078,"['SigourneyWeaver', 'WinonaRyder', 'BradDourif']",Jean-PierreJeunet
7485,"['MarkWahlberg', 'MichaelPeña', 'DannyGlover']",AntoineFuqua
170687,"['BenKingsley', 'IsaacHempstead-Wright', 'ElleFanning']",AnthonyStacchi
6435,"['SandraBullock', 'NicoleKidman', 'EvanRachelWood']",GriffinDunne
137106,"['ChrisPratt', 'WillFerrell', 'ElizabethBanks']",PhilLord
10040,"['SandraBullock', 'ReginaKing', 'EnriqueMurciano']",JohnPasquin
6278,"['ChristianBale', 'MatthewMcConaughey', 'IzabellaScorupco']",RobBowman
82682,"['JoshBrolin', 'RyanGosling', 'NickNolte']",RubenFleischer
17610,"['JackBlack', 'MichaelCera', 'OliviaWilde']",HaroldRamis
22954,"['MorganFreeman', 'MattDamon', 'TonyKgoroge']",ClintEastwood
16995,"['RussellCrowe', 'BenAffleck', 'RachelMcAdams']",KevinMacdonald
16558,"['CliveOwen', 'JuliaRoberts', 'PaulGiamatti']",TonyGilroy
9849,"['JeffDaniels', 'ElizabethHurley', 'DarylHannah']",DonaldPetrie
5820,"['MichaelDouglas', 'KieferSutherland', 'EvaLongoria']",ClarkJohnson
16866,"['DwayneJohnson', 'SeannWilliamScott', 'JessicaBiel']",JorgeBlanco
201,"['PatrickStewart', 'JonathanFrakes', 'BrentSpiner']",StuartBaird
11775,"['GeorgeClooney', 'CatherineZeta-Jones', 'EdwardHerrmann']",JoelCoen
87825,"['ClintEastwood', 'AmyAdams', 'JustinTimberlake']",RobertLorenz
12201,"['MelGibson', 'RayWinstone', 'DannyHuston']",MartinCampbell
11015,"['PenelopeAnnMiller', 'TomSizemore', 'LindaHunt']",PeterHyams
9932,"['RobertDeNiro', 'BillyCrystal', 'LisaKudrow']",HaroldRamis
13389,"['RobertDeNiro', 'CarlaGugino', '50Cent']",JonAvnet
8838,"['BruceWillis', 'AlecBaldwin', 'MikoHughes']",HaroldBecker
17332,"['RobertDowneyJr.', 'JamieFoxx', 'CatherineKeener']",JoeWright
4958,"['MattDamon', 'BruceMcGill', 'CharlizeTheron']",RobertRedford
786,"['KateHudson', 'BillyCrudup', 'FrancesMcDormand']",CameronCrowe
9513,"['BillMurray', 'JenniferLoveHewitt', 'BillyConnolly']",TimHill
11679,"['IceCube', 'SamuelL.Jackson', 'WillemDafoe']",LeeTamahori
38321,"['PaulBettany', 'KarlUrban', 'CamGigandet']",ScottStewart
14411,"['BradPitt', 'CatherineZeta-Jones', 'MichellePfeiffer']",TimJohnson
8413,"['LaurenceFishburne', 'SamNeill', 'KathleenQuinlan']",PaulW.S.Anderson
10052,"['KevinCostner', 'JoeMorton', 'RonRifkin']",TomShadyac
9676,"['JoshHartnett', 'ScarlettJohansson', 'AaronEckhart']",BrianDePalma
9664,"['JamesFranco', 'DavidEllison', 'JeanReno']",TonyBill
2100,"['RobertRedford', 'JamesGandolfini', 'MarkRuffalo']",RodLurie
10384,"['JamesSpader', 'AngelaBassett', 'RobertForster']",WalterHill
137321,"['ColinFarrell', 'JessicaBrownFindlay', 'RussellCrowe']",AkivaGoldsman
123553,"['LilyCollins', 'JamieCampbellBower', 'KevinZegers']",HaraldZwart
11260,"['EddieMurphy', 'ElizabethBanks', 'GabrielleUnion']",BrianRobbins
9009,"['JenniferConnelly', 'JohnC.Reilly', 'TimRoth']",WalterSalles
11374,"['MatthewMcConaughey', 'WoodyHarrelson', 'SallyKirkland']",RonHoward
2309,"['BrendanFraser', 'SiennaGuillory', 'AndySerkis']",IainSoftley
8285,"['GabrielMacht', 'ScarlettJohansson', 'SamuelL.Jackson']",FrankMiller
210860,"['JohnnyDepp', 'GwynethPaltrow', 'EwanMcGregor']",DavidKoepp
2312,"['JasonStatham', 'JohnRhys-Davies', 'RayLiotta']",UweBoll
9839,"['AngelinaJolie', 'CliveOwen', 'TeriPolo']",MartinCampbell
381902,"['AaronKwok', 'GongLi', 'WilliamFeng']",SoiCheang
13922,"['BenjaminBratt', 'JamesFranco', 'ConnieNielsen']",JohnDahl
293660,"['RyanReynolds', 'MorenaBaccarin', 'EdSkrein']",TimMiller
9713,"['EddieMurphy', 'JeffGoldblum', 'KellyPreston']",StephenHerek
190859,"['BradleyCooper', 'SiennaMiller', 'KyleGallner']",ClintEastwood
257445,"['JackBlack', 'DylanMinnette', 'OdeyaRush']",RobLetterman
9007,"['ReeseWitherspoon', 'MarkRuffalo', 'DonalLogue']",MarkWaters
889,"['MarkAddy', 'StephenBaldwin', 'KristenJohnston']",BrianLevant
1370,"['SylvesterStallone', 'RichardCrenna', 'KurtwoodSmith']",PeterMacDonald
4942,"['GeorgeClooney', 'RenéeZellweger', 'JohnKrasinski']",GeorgeClooney
347969,"['AdamSandler', 'TaylorLautner', 'SteveBuscemi']",FrankCoraci
24438,"['HughGrant', 'SarahJessicaParker', 'MarySteenburgen']",MarcLawrence
116741,"['OwenWilson', 'VinceVaughn', 'RoseByrne']",ShawnLevy
35791,"['MillaJovovich', 'WentworthMiller', 'AliLarter']",PaulW.S.Anderson
72431,"['BryanCranston', 'DavidOyelowo', 'CubaGoodingJr.']",AnthonyHemingway
1813,"['KeanuReeves', 'AlPacino', 'CharlizeTheron']",TaylorHackford
87428,"['AdamSandler', 'SusanSarandon', 'EvaAmurriMartino']",SeanAnders
8840,"['DennisQuaid', 'DavidThewlis', 'PetePostlethwaite']",RobCohen
10589,"['PierceBrosnan', 'SalmaHayek', 'WoodyHarrelson']",BrettRatner
71676,"['NicolasCage', 'CiaránHinds', 'ViolantePlacido']",BrianTaylor
1722,"['NicolasCage', 'PenélopeCruz', 'JohnHurt']",JohnMadden
10022,"['VinDiesel', 'LaurenGraham', 'FaithFord']",AdamShankman
11358,"['DwayneJohnson', 'JohnnyKnoxville', 'NealMcDonough']",KevinBray
13,"['TomHanks', 'RobinWright', 'GarySinise']",RobertZemeckis
6477,"['JasonLee', 'DavidCross', 'CameronRichardson']",TimHill
1597,"['BenStiller', 'RobertDeNiro', 'TeriPolo']",JayRoach
10530,"['IreneBedard', 'MelGibson', 'DavidOgdenStiers']",MikeGabriel
1924,"['ChristopherReeve', 'MarlonBrando', 'MargotKidder']",RichardDonner
9327,"['EddieMurphy', 'JadaPinkettSmith', 'JamesCoburn']",TomShadyac
8488,"['WillSmith', 'EvaMendes', 'KevinJames']",AndyTennant
10603,"['BrendanFraser', 'LeslieMann', 'ThomasHadenChurch']",SamWeisman
8273,"['JasonBiggs', 'AlysonHannigan', 'SeannWilliamScott']",JesseDylan
109424,"['TomHanks', 'CatherineKeener', 'MaxMartini']",PaulGreengrass
35056,"['TinaFey', 'SteveCarell', 'MarkWahlberg']",ShawnLevy
8839,"['ChristinaRicci', 'BillPullman', 'CathyMoriarty']",BradSilberling
156022,"['DenzelWashington', 'MartonCsokas', 'ChloëGraceMoretz']",AntoineFuqua
7303,"['JenniferLopez', 'RalphFiennes', 'NatashaRichardson']",WayneWang
8963,"['DenzelWashington', 'GeneHackman', 'MattCraven']",TonyScott
1402,"['WillSmith', 'JadenSmith', 'ThandieNewton']",GabrieleMuccino
9315,"['JodieFoster', 'PeterSarsgaard', 'SeanBean']",RobertSchwentke
8984,"['MichaelDouglas', 'DemiMoore', 'DonaldSutherland']",BarryLevinson
795,"['NicolasCage', 'MegRyan', 'AndreBraugher']",BradSilberling
24,"['UmaThurman', 'LucyLiu', 'VivicaA.Fox']",QuentinTarantino
11353,"['SteveMartin', 'EddieMurphy', 'HeatherGraham']",FrankOz
393,"['UmaThurman', 'DavidCarradine', 'DarylHannah']",QuentinTarantino
9618,"['SylvesterStallone', 'KurtRussell', 'TeriHatcher']",AndreiKonchalovsky
9374,"['MerylStreep', 'BruceWillis', 'GoldieHawn']",RobertZemeckis
8584,"['JackieChan', 'OwenWilson', 'LucyLiu']",TomDey
2320,"['KurtRussell', 'StevenSeagal', 'HalleBerry']",StuartBaird
58224,"['JimCarrey', 'CarlaGugino', 'MadelineCarroll']",MarkWaters
1729,"['JackieChan', 'JetLi', 'MichaelAngarano']",RobMinkoff
175574,"['OwenWilson', 'WoodyHarrelson', 'AmyPoehler']",JimmyHayward
8077,"['SigourneyWeaver', 'CharlesS.Dutton', 'CharlesDance']",DavidFincher
8818,"['Madonna', 'AntonioBanderas', 'JonathanPryce']",AlanParker
8195,"['RobertDeNiro', 'JeanReno', 'NataschaMcElhone']",JohnFrankenheimer
10586,"['MichaelDouglas', 'ValKilmer', 'TomWilkinson']",StephenHopkins
116149,"['NicoleKidman', 'PeterCapaldi', 'BenWhishaw']",PaulKing
80035,"['BenStiller', 'VinceVaughn', 'JonahHill']",AkivaSchaffer
10632,"['TommyLeeJones', 'BeniciodelToro', 'ConnieNielsen']",WilliamFriedkin
12117,"['AnthonyHopkins', 'CubaGoodingJr.', 'DonaldSutherland']",JonTurteltaub
1792,"['MattDamon', 'GregKinnear', 'EvaMendes']",BobbyFarrelly
13260,"['WillFerrell', 'MauraTierney', 'WoodyHarrelson']",KentAlterman
72197,"['HughGrant', 'BrendanGleeson', 'JeremyPiven']",PeterLord
3580,"['AngelinaJolie', 'JeffreyDonovan', 'JohnMalkovich']",ClintEastwood
12123,"['KeanuReeves', 'MorganFreeman', 'RachelWeisz']",AndrewDavis
9566,"['RobertDeNiro', 'WesleySnipes', 'EllenBarkin']",TonyScott
9833,"['GerardButler', 'EmmyRossum', 'PatrickWilson']",JoelSchumacher
4517,"['CateBlanchett', 'CliveOwen', 'GeoffreyRush']",ShekharKapur
8202,"['CharlizeTheron', 'MartonCsokas', 'JonnyLeeMiller']",KarynKusama
16072,"['StephenLang', 'JeffDaniels', 'RobertDuvall']",RonaldF.Maxwell
34314,"['RayLiotta', 'LaurenHolly', 'BrendanGleeson']",RobertButler
19724,"['EddieMurphy', 'ThomasHadenChurch', 'YaraShahidi']",KareyKirkpatrick
145220,"['RickyGervais', 'TyBurrell', 'TinaFey']",JamesBobin
14623,"['BradyCorbet', 'SorenFulton', 'DeboraWeston']",JonathanFrakes
42297,"['Cher', 'ChristinaAguilera', 'EricDane']",SteveAntin
2841,"['AudreyTautou', 'GaspardUlliel', 'DominiquePinon']",Jean-PierreJeunet
802,"['JamesMason', 'SueLyon', 'ShelleyWinters']",StanleyKubrick
10375,"['SylvesterStallone', 'CourtneyB.Vance', 'TomBerenger']",JimGillespie
36586,"['WesleySnipes', 'KrisKristofferson', 'RonPerlman']",GuillermodelToro
11321,"['WillSmith', 'RosarioDawson', 'SarahJaneMorris']",GabrieleMuccino
70074,"['SylvesterStallone', 'SungKang', 'SarahShahi']",WalterHill
242,"['AlPacino', 'DianeKeaton', 'AndyGarcía']",FrancisFordCoppola
9621,"['OrlandoBloom', 'KirstenDunst', 'SusanSarandon']",CameronCrowe
1819,"['KateHudson', 'OwenWilson', 'MattDillon']",AnthonyRusso
8536,"['GeneHackman', 'ChristopherReeve', 'NedBeatty']",RichardLester
8046,"['BenAffleck', 'JenniferLopez', 'JustinBartha']",MartinBrest
1717,"['SeanPenn', 'JudeLaw', 'KateWinslet']",StevenZaillian
479,"['SamuelL.Jackson', 'JeffreyWright', 'ChristianBale']",JohnSingleton
9444,"['MegRyan', 'JohnCusack', 'ChristopherLloyd']",GaryGoldman
824,"['NicoleKidman', 'EwanMcGregor', 'JohnLeguizamo']",BazLuhrmann
11456,"['JohnTravolta', 'VinceVaughn', 'TeriPolo']",HaroldBecker
261023,"['JohnnyDepp', 'JoelEdgerton', 'BenedictCumberbatch']",ScottCooper
3683,"['RyanPhillippe', 'AdamBeach', 'JesseBradford']",ClintEastwood
22803,"['JamieFoxx', 'GerardButler', 'ColmMeaney']",F.GaryGray
285923,"['KurtRussell', 'ZoëBell', 'RosarioDawson']",RobertRodriguez
39437,"['OprahWinfrey', 'DannyGlover', 'ThandieNewton']",JonathanDemme
1950,"['EricBana', 'DrewBarrymore', 'RobertDuvall']",CurtisHanson
640,"['LeonardoDiCaprio', 'TomHanks', 'ChristopherWalken']",StevenSpielberg
97630,"['JessicaChastain', 'JasonClarke', 'MarkStrong']",KathrynBigelow
9767,"['VinceVaughn', 'JenniferAniston', 'JoeyLaurenAdams']",PeytonReed
11631,"['MerylStreep', 'PierceBrosnan', 'AmandaSeyfried']",PhyllidaLloyd
32856,"['JessicaAlba', 'JessicaBiel', 'BradleyCooper']",GarryMarshall
6519,"['JohnnyKnoxville', 'SeannWilliamScott', 'JessicaSimpson']",JayChandrasekhar
8741,"['SeanPenn', 'AdrienBrody', 'JimCaviezel']",TerrenceMalick
49520,"['OliviaWilde', 'RyanReynolds', 'JasonBateman']",DavidDobkin
1850,"['JimCarrey', 'CourtneyLove', 'BobZmuda']",MilošForman
524,"['RobertDeNiro', 'SharonStone', 'JoePesci']",MartinScorsese
26389,"['JohnTravolta', 'JonathanRhysMeyers', 'KasiaSmutniak']",PierreMorel
11817,"['SeannWilliamScott', 'JaimeKing', 'KarelRoden']",PaulHunter
2123,"['JimCarrey', 'RenéeZellweger', 'AnthonyAnderson']",BobbyFarrelly
9907,"['CourteneyCox', 'KevinJames', 'SamElliott']",SteveOedekerk
9969,"['DannyDeVito', 'MatthewBroderick', 'KristinDavis']",JohnWhitesell
18239,"['KristenStewart', 'RobertPattinson', 'TaylorLautner']",ChrisWeitz
808,"['MikeMyers', 'EddieMurphy', 'CameronDiaz']",AndrewAdamson
38050,"['MattDamon', 'EmilyBlunt', 'JohnSlattery']",GeorgeNolfi
8367,"['KevinCostner', 'MorganFreeman', 'ChristianSlater']",KevinReynolds
9390,"['TomCruise', 'CubaGoodingJr.', 'RenéeZellweger']",CameronCrowe
72105,"['MarkWahlberg', 'MilaKunis', 'SethMacFarlane']",SethMacFarlane
2898,"['JackNicholson', 'HelenHunt', 'GregKinnear']",JamesL.Brooks
10312,"['RobinWilliams', 'PhilipSeymourHoffman', 'BobGunton']",TomShadyac
109443,"['WillFerrell', 'SteveCarell', 'PaulRudd']",AdamMcKay
2022,"['AdamSandler', 'WinonaRyder', 'JohnTurturro']",StevenBrill
37686,"['JoelCourtney', 'ElleFanning', 'RileyGriffiths']",J.J.Abrams
462,"['JuliaRoberts', 'AlbertFinney', 'AaronEckhart']",StevenSoderbergh
9919,"['KateHudson', 'MatthewMcConaughey', 'KathrynHahn']",DonaldPetrie
187017,"['JonahHill', 'ChanningTatum', 'DaveFranco']",PhilLord
628,"['BradPitt', 'TomCruise', 'KirstenDunst']",NeilJordan
10201,"['JimCarrey', 'ZooeyDeschanel', 'RhysDarby']",PeytonReed
302699,"['DwayneJohnson', 'KevinHart', 'AmyRyan']",RawsonMarshallThurber
9441,"['JuliaRoberts', 'SusanSarandon', 'EdHarris']",ChrisColumbus
274167,"['WillFerrell', 'MarkWahlberg', 'LindaCardellini']",SeanAnders
224141,"['MerylStreep', 'EmilyBlunt', 'JamesCorden']",RobMarshall
388,"['DenzelWashington', 'CliveOwen', 'JodieFoster']",SpikeLee
2112,"['MelGibson', 'KrisKristofferson', 'GreggHenry']",BrianHelgeland
10329,"['LauraLinney', 'DylanWalsh', 'ErnieHudson']",FrankMarshall
74465,"['MattDamon', 'ScarlettJohansson', 'ThomasHadenChurch']",CameronCrowe
13811,"['NicolasCage', 'RoseByrne', 'ChandlerCanterbury']",AlexProyas
6877,"['MatthewMcConaughey', 'SarahJessicaParker', 'ZooeyDeschanel']",TomDey
10320,"['NaomiWatts', 'SimonBaker', 'ElizabethPerkins']",HideoNakata
50646,"['SteveCarell', 'JulianneMoore', 'RyanGosling']",GlennFicarra
8920,"['BillMurray', 'BreckinMeyer', 'JenniferLoveHewitt']",PeterHewitt
13673,"['TimAllen', 'JamieLeeCurtis', 'DanAykroyd']",JoeRoth
60308,"['BradPitt', 'JonahHill', 'PhilipSeymourHoffman']",BennettMiller
6950,"['DustinHoffman', 'ReneRusso', 'MorganFreeman']",WolfgangPetersen
225574,"['LiamNeeson', 'JulianneMoore', 'ScootMcNairy']",JaumeCollet-Serra
13836,"['DwayneJohnson', 'AnnaSophiaRobb', 'AlexanderLudwig']",AndyFickman
752,"['NataliePortman', 'HugoWeaving', 'StephenRea']",JamesMcTeigue
6038,"['JackieChan', 'OwenWilson', 'FannWong']",DavidDobkin
9975,"['WillFerrell', 'DrewBarrymore', 'DavidCross']",MatthewO'Callaghan
11451,"['LindsayLohan', 'MichaelKeaton', 'MattDillon']",AngelaRobinson
12103,"['MichaelDouglas', 'SeanBean', 'BrittanyMurphy']",GaryFleder
60304,"['JeremyRenner', 'GemmaArterton', 'FamkeJanssen']",TommyWirkola
2251,"['RichardGere', 'DianeLane', 'OlivierMartinez']",AdrianLyne
46529,"['AlexPettyfer', 'TimothyOlyphant', 'TeresaPalmer']",D.J.Caruso
231,"['GeorgeClooney', 'MattDamon', 'JeffreyWright']",StephenGaghan
300671,"['JamesBadgeDale', 'JohnKrasinski', 'MaxMartini']",MichaelBay
228326,"['DiegoLuna', 'ChanningTatum', 'ZoeSaldana']",JorgeR.Gutierrez
9754,"['HarrisonFord', 'PaulBettany', 'VirginiaMadsen']",RichardLoncraine
66,"['ClintEastwood', 'GeneHackman', 'EdHarris']",ClintEastwood
4421,"['DemiMoore', 'ViggoMortensen', 'AnneBancroft']",RidleyScott
2649,"['MichaelDouglas', 'SeanPenn', 'DeborahKaraUnger']",DavidFincher
588,"['RadhaMitchell', 'SeanBean', 'LaurieHolden']",ChristopheGans
10393,"['KeanuReeves', 'GeneHackman', 'BrookeLangton']",HowardDeutch
71552,"['JasonBiggs', 'AlysonHannigan', 'SeannWilliamScott']",JonHurwitz
9631,"['SamuelL.Jackson', 'KevinSpacey', 'DavidMorse']",F.GaryGray
216282,"['RichardArmitage', 'SarahWayneCallies', 'MattWalsh']",StevenQuale
306,"['EddieMurphy', 'JudgeReinhold', 'HéctorElizondo']",JohnLandis
928,"['ZachGalligan', 'PhoebeCates', 'JohnGlover']",JoeDante
205587,"['RobertDuvall', 'RobertDowneyJr.', 'VeraFarmiga']",DavidDobkin
6623,"['GeorgeClooney', 'NicoleKidman', 'MarcelIureș']",MimiLeder
1577,"['MillaJovovich', 'SiennaGuillory', 'OdedFehr']",AlexanderWitt
9801,"['RenéeZellweger', 'HughGrant', 'ColinFirth']",BeebanKidron
2116,"['DenzelWashington', 'EvaMendes', 'SanaaLathan']",CarlFranklin
9624,"['StevenSeagal', 'MichaelCaine', 'JoanChen']",StevenSeagal
14199,"['TaylorLautner', 'TaylorDooley', 'CaydenBoyd']",RobertRodriguez
1907,"['LeonardoDiCaprio', 'GuillaumeCanet', 'TildaSwinton']",DannyBoyle
4599,"['KateHudson', 'JohnCorbett', 'JoanCusack']",GarryMarshall
22832,"['Rain', 'NaomieHarris', 'SungKang']",JamesMcTeigue
10390,"['KevinCostner', 'KellyPreston', 'JohnC.Reilly']",SamRaimi
9879,"['DemiMoore', 'BurtReynolds', 'ArmandAssante']",AndrewBergman
38579,"['OwenWilson', 'EmmaStone', 'GeorgeLopez']",TomDey
44603,"['MattDamon', 'BryceDallasHoward', 'GeorgeMcLaren']",ClintEastwood
11892,"['SandraBullock', 'BenChaplin', 'RyanGosling']",BarbetSchroeder
9691,"['SylvesterStallone', 'AntonioBanderas', 'JulianneMoore']",RichardDonner
1248,"['GaspardUlliel', 'AaranThomas', 'GongLi']",PeterWebber
12220,"['BruceWillis', 'MichellePfeiffer', 'RobReiner']",RobReiner
72710,"['SaoirseRonan', 'DianeKruger', 'JakeAbel']",AndrewNiccol
10782,"['JohnTravolta', 'ConnieNielsen', 'SamuelL.Jackson']",JohnMcTiernan
9573,"['ClintEastwood', 'JeffDaniels', 'AnjelicaHuston']",ClintEastwood
4959,"['CliveOwen', 'NaomiWatts', 'ArminMueller-Stahl']",TomTykwer
10061,"['KurtRussell', 'StacyKeach', 'SteveBuscemi']",JohnCarpenter
10386,"['EliMarienthal', 'JenniferAniston', 'VinDiesel']",BradBird
421,"['BillMurray', 'AnjelicaHuston', 'CateBlanchett']",WesAnderson
316152,"['MatthewMcConaughey', 'GuguMbatha-Raw', 'MahershalaAli']",GaryRoss
11615,"['KevinSpacey', 'KateWinslet', 'LauraLinney']",AlanParker
13498,"['TommyLeeJones', 'CedrictheEntertainer', 'ChristinaMilian']",StephenHerek
241554,"['LiamNeeson', 'EdHarris', 'JoelKinnaman']",JaumeCollet-Serra
2252,"['NaomiWatts', 'ViggoMortensen', 'VincentCassel']",DavidCronenberg
11968,"['PaulWalker', 'JessicaAlba', 'ScottCaan']",JohnStockwell
10047,"['MillaJovovich', 'DustinHoffman', 'FayeDunaway']",LucBesson
38319,"['DannyMcBride', 'JamesFranco', 'NataliePortman']",DavidGordonGreen
69668,"['DanielCraig', 'NaomiWatts', 'RachelWeisz']",JimSheridan
9770,"['JohnTravolta', 'DustinHoffman', 'MiaKirshner']",Costa-Gavras
11212,"['JoeMantegna', 'LaraFlynnBoyle', 'JoePantoliano']",PatrickReadJohnson
10533,"['DemiMoore', 'GaryOldman', 'RobertDuvall']",RolandJoffé
38363,"['NaomiWatts', 'SeanPenn', 'TyBurrell']",DougLiman
9923,"['KeiraKnightley', 'MickeyRourke', 'EdgarRamírez']",TonyScott
11863,"['DavidCaruso', 'LindaFiorentino', 'ChazzPalminteri']",WilliamFriedkin
18501,"['GerardButler', 'MichaelC.Hall', 'LoganLerman']",BrianTaylor
109491,"['AldenEhrenreich', 'AliceEnglert', 'JeremyIrons']",RichardLaGravenese
9275,"['RobinWilliams', 'CatherineKeener', 'EdwardNorton']",DannyDeVito
329833,"['BenStiller', 'OwenWilson', 'WillFerrell']",BenStiller
12634,"['OwenWilson', 'MorganFreeman', 'GarySinise']",GeorgeArmitage
10416,"['GarryShandling', 'AnnetteBening', 'JohnGoodman']",MikeNichols
47327,"['NicolasCage', 'AmberHeard', 'WilliamFichtner']",PatrickLussier
15268,"['KristinKreuk', 'ChrisKlein', 'NealMcDonough']",AndrzejBartkowiak
10796,"['JetLi', 'JasonStatham', 'CarlaGugino']",JamesWong
9548,"['AndrewDiceClay', 'WayneNewton', 'PriscillaPresley']",RennyHarlin
18947,"['TomSturridge', 'PhilipSeymourHoffman', 'RhysIfans']",RichardCurtis
1900,"['MichaelDouglas', 'BeniciodelToro', 'JacobVargas']",StevenSoderbergh
89,"['HarrisonFord', 'SeanConnery', 'DenholmElliott']",StevenSpielberg
96724,"['KeiraKnightley', 'JudeLaw', 'AaronTaylor-Johnson']",JoeWright
198184,"['SharltoCopley', 'DevPatel', 'Ninja']",NeillBlomkamp
9481,"['DenzelWashington', 'AngelinaJolie', 'QueenLatifah']",PhillipNoyce
4547,"['JodieFoster', 'KristenStewart', 'ForestWhitaker']",DavidFincher
53953,"['LochlynMunro', 'ChandraWest', 'SteveBacic']",ChuckBowman
6415,"['GeorgeClooney', 'MarkWahlberg', 'IceCube']",DavidO.Russell
181283,"['TomHardy', 'GaryOldman', 'NoomiRapace']",DanielEspinosa
9896,"['CubaGoodingJr.', 'SethGreen', 'WhoopiGoldberg']",JerryZucker
167,"['JeffBridges', 'KevinSpacey', 'MaryMcCormack']",IainSoftley
11232,"['MegRyan', 'HughJackman', 'LievSchreiber']",JamesMangold
1636,"['ElizabethHurley', 'BrendanFraser', ""FrancesO'Connor""]",HaroldRamis
2148,"['RichardGere', 'GregoryHines', 'DianeLane']",FrancisFordCoppola
5176,"['RussellCrowe', 'ChristianBale', 'LoganLerman']",JamesMangold
260346,"['LiamNeeson', 'ForestWhitaker', 'MaggieGrace']",OlivierMegaton
1389,"['GeorgeClooney', 'JenniferLopez', 'VingRhames']",StevenSoderbergh
9894,"['JimCarrey', 'MatthewBroderick', 'LeslieMann']",BenStiller
7504,"['AamirKhan', 'NanditaDas', 'MaiaSethna']",DeepaMehta
8592,"['WarrenBeatty', 'AlPacino', 'Madonna']",WarrenBeatty
913,"['PierceBrosnan', 'ReneRusso', 'DenisLeary']",JohnMcTiernan
11091,"['DrewBarrymore', 'SteveZahn', 'AdamGarcia']",PennyMarshall
1368,"['SylvesterStallone', 'RichardCrenna', 'BrianDennehy']",TedKotcheff
593,"['DonatasBanionis', 'NatalyaBondarchuk', 'JüriJärvet']",AndreiTarkovsky
5393,"['GeorgeCarlin', 'AndyDick', 'SarahMichelleGellar']",YvetteKaplan
9095,"['JuliaRoberts', 'JohnMalkovich', 'GeorgeCole']",StephenFrears
