movie_id,title,cast,director
11011,Ri¢hie Ri¢h,"['MacaulayCulkin', 'JohnLarroquette', 'EdwardHerrmann']",DonaldPetrie
10641,Autumn in New York,"['RichardGere', 'WinonaRyder', 'AnthonyLaPaglia']",JoanChen
11172,Music and Lyrics,"['DrewBarrymore', 'HughGrant', 'ScottPorter']",MarcLawrence
39513,Paul,"['SethRogen', 'SimonPegg', 'NickFrost']",GregMottola
82687,The Guilt Trip,"['SethRogen', 'BarbraStreisand', 'YvonneStrahovski']",AnneFletcher
41446,Scream 4,"['DavidArquette', 'NeveCampbell', 'CourteneyCox']",WesCraven
8224,8MM,"['NicolasCage', 'JoaquinPhoenix', 'JamesGandolfini']",JoelSchumacher
10537,The Doors,"['ValKilmer', 'MegRyan', 'KyleMacLachlan']",OliverStone
225886,Sex Tape,"['CameronDiaz', 'JasonSegel', 'RobCorddry']",JakeKasdan
10385,Hanging Up,"['MegRyan', 'DianeKeaton', 'LisaKudrow']",DianeKeaton
55779,Final Destination 5,"['EmmaBell', ""NicholasD'Agosto"", 'MilesFisher']",StevenQuale
10154,Mickey Blue Eyes,"['HughGrant', 'JamesCaan', 'JeanneTripplehorn']",KellyMakin
10647,Pay It Forward,"['KevinSpacey', 'HelenHunt', 'HaleyJoelOsment']",MimiLeder
11431,Fever Pitch,"['DrewBarrymore', 'JimmyFallon', 'JasonSpevack']",BobbyFarrelly
8457,Drillbit Taylor,"['OwenWilson', 'LeslieMann', 'JoshPeck']",StevenBrill
188161,A Million Ways to Die in the West,"['SethMacFarlane', 'CharlizeTheron', 'LiamNeeson']",SethMacFarlane
8850,The Shadow,"['AlecBaldwin', 'JohnLone', 'PenelopeAnnMiller']",RussellMulcahy
64685,Extremely Loud & Incredibly Close,"['ThomasHorn', 'TomHanks', 'SandraBullock']",StephenDaldry
38357,Morning Glory,"['RachelMcAdams', 'HarrisonFord', 'PatrickWilson']",RogerMichell
10060,Get Rich or Die Tryin',"['50Cent', 'JoyBryant', 'AdewaleAkinnuoye-Agbaje']",JimSheridan
11398,The Art of War,"['WesleySnipes', 'DonaldSutherland', 'MauryChaykin']",ChristianDuguay
1833,Rent,"['AnthonyRapp', 'AdamPascal', 'RosarioDawson']",ChrisColumbus
10391,Bless the Child,"['KimBasinger', 'AngelaBettis', 'HollistonColeman']",ChuckRussell
8970,The Out-of-Towners,"['SteveMartin', 'GoldieHawn', 'JohnCleese']",SamWeisman
9306,The Island of Dr. Moreau,"['MarlonBrando', 'ValKilmer', 'DavidThewlis']",JohnFrankenheimer
11370,The Musketeer,"['CatherineDeneuve', 'MenaSuvari', 'StephenRea']",PeterHyams
12184,The Other Boleyn Girl,"['NataliePortman', 'ScarlettJohansson', 'EricBana']",JustinChadwick
1921,Sweet November,"['KeanuReeves', 'CharlizeTheron', 'JasonIsaacs']",PatO'Connor
1683,The Reaping,"['HilarySwank', 'DavidMorrissey', 'IdrisElba']",StephenHopkins
203,Mean Streets,"['HarveyKeitel', 'RobertDeNiro', 'DavidProval']",MartinScorsese
11858,Renaissance Man,"['DannyDeVito', 'MarkWahlberg', 'GregoryHines']",PennyMarshall
62835,Colombiana,"['ZoeSaldana', 'CliffCurtis', 'CallumBlue']",OlivierMegaton
18937,Quest for Camelot,"['JessalynGilsig', 'CaryElwes', 'GaryOldman']",FrederikDuChau
13536,City By The Sea,"['RobertDeNiro', 'JamesFranco', 'FrancesMcDormand']",MichaelCaton-Jones
15556,At First Sight,"['ValKilmer', 'MiraSorvino', 'KellyMcGillis']",IrwinWinkler
10718,Torque,"['MartinHenderson', 'IceCube', 'MonetMazur']",JosephKahn
11062,City Hall,"['AlPacino', 'JohnCusack', 'BridgetFonda']",HaroldBecker
10802,Showgirls,"['ElizabethBerkley', 'KyleMacLachlan', 'GinaGershon']",PaulVerhoeven
1887,Marie Antoinette,"['KirstenDunst', 'JasonSchwartzman', 'JudyDavis']",SofiaCoppola
6071,Kiss of Death,"['DavidCaruso', 'SamuelL.Jackson', 'NicolasCage']",BarbetSchroeder
10461,Get Carter,"['SylvesterStallone', 'MirandaRichardson', 'RachaelLeighCook']",StephenT.Kay
80278,The Impossible,"['NaomiWatts', 'EwanMcGregor', 'TomHolland']",JuanAntonioBayona
12704,Ishtar,"['WarrenBeatty', 'DustinHoffman', 'IsabelleAdjani']",ElaineMay
10315,Fantastic Mr. Fox,"['GeorgeClooney', 'MerylStreep', 'JasonSchwartzman']",WesAnderson
16643,Life or Something Like It,"['AngelinaJolie', 'EdwardBurns', 'TonyShalhoub']",StephenHerek
2687,Memoirs of an Invisible Man,"['ChevyChase', 'DarylHannah', 'SamNeill']",JohnCarpenter
194,Amélie,"['AudreyTautou', 'MathieuKassovitz', 'Rufus']",Jean-PierreJeunet
11025,New York Minute,"['AshleyOlsen', 'Mary-KateOlsen', 'EugeneLevy']",DennieGordon
8849,Alfie,"['JudeLaw', 'MarisaTomei', 'OmarEpps']",CharlesShyer
78698,Big Miracle,"['DrewBarrymore', 'JohnKrasinski', 'KristenBell']",KenKwapis
30943,The Deep End of the Ocean,"['MichellePfeiffer', 'TreatWilliams', 'WhoopiGoldberg']",UluGrosbard
9544,FearDotCom,"['StephenDorff', 'NataschaMcElhone', 'StephenRea']",WilliamMalone
24418,Cirque du Freak: The Vampire's Assistant,"['JohnC.Reilly', 'JoshHutcherson', 'ChrisMassoglia']",PaulWeitz
7288,Duplex,"['BenStiller', 'DrewBarrymore', 'EileenEssell']",DannyDeVito
14655,Soul Men,"['SamuelL.Jackson', 'BernieMac', 'SharonLeal']",MalcolmD.Lee
24575,Raise the Titanic,"['M.EmmetWalsh', 'RichardJordan', 'DavidSelby']",JerryJameson
10366,Universal Soldier: The Return,"['Jean-ClaudeVanDamme', 'KianaTom', 'BillGoldberg']",MicRodgers
19898,Pandorum,"['BenFoster', 'DennisQuaid', 'CamGigandet']",ChristianAlvart
4965,Impostor,"['GarySinise', 'MadeleineStowe', 'MekhiPhifer']",GaryFleder
15074,Extreme Ops,"['DevonSawa', 'BridgetteWilson', 'RufusSewell']",ChristianDuguay
56715,Just Visiting,"['JeanReno', 'ChristinaApplegate', 'ChristianClavier']",Jean-MariePoiré
1272,Sunshine,"['CillianMurphy', 'RoseByrne', 'ChrisEvans']",DannyBoyle
72358,A Thousand Words,"['EddieMurphy', 'AllisonJanney', 'CliffCurtis']",BrianRobbins
20542,Delgo,"['FreddiePrinzeJr.', 'JenniferLoveHewitt', 'ValKilmer']",MarcF.Adler
266396,The Gunman,"['SeanPenn', 'JasmineTrinca', 'JavierBardem']",PierreMorel
9978,Stormbreaker,"['AlexPettyfer', 'SarahBolger', 'EwanMcGregor']",GeoffreySax
8271,Disturbia,"['ShiaLaBeouf', 'SarahRoemer', 'Carrie-AnneMoss']",D.J.Caruso
10428,Hackers,"['JonnyLeeMiller', 'AngelinaJolie', 'JesseBradford']",IainSoftley
5353,The Hunting Party,"['RichardGere', 'TerrenceHoward', 'JamesBrolin']",RichardShepard
11934,The Hudsucker Proxy,"['TimRobbins', 'JenniferJasonLeigh', 'PaulNewman']",JoelCoen
14392,The Warlords,"['JetLi', 'AndyLau', 'TakeshiKaneshiro']",PeterChan
19495,Nomad: The Warrior,"['KunoBecker', 'JayHernandez', 'JasonScottLee']",SergeiBodrovJr.
110415,Snowpiercer,"['ChrisEvans', 'SongKang-ho', 'EdHarris']",BongJoon-ho
77459,A Monster in Paris,"['VanessaParadis', 'MathieuChedid', 'GadElmaleh']",BiboBergeron
26486,The Last Shot,"['MatthewBroderick', 'AlecBaldwin', 'ToniCollette']",JeffNathanson
9495,The Crow,"['BrandonLee', 'RochelleDavis', 'ErnieHudson']",AlexProyas
256040,Baahubali: The Beginning,"['Prabhas', 'RanaDaggubati', 'TamannaBhatia']",S.S.Rajamouli
24420,The Time Traveler's Wife,"['EricBana', 'RachelMcAdams', 'MichelleNolden']",RobertSchwentke
1257,Because I Said So,"['DianeKeaton', 'MandyMoore', 'GabrielMacht']",MichaelLehmann
62214,Frankenweenie,"['CharlieTahan', ""CatherineO'Hara"", 'MartinShort']",TimBurton
16320,Serenity,"['NathanFillion', 'GinaTorres', 'AlanTudyk']",JossWhedon
8842,Against the Ropes,"['MegRyan', 'TonyShalhoub', 'JoeCortese']",CharlesS.Dutton
9531,Superman III,"['ChristopherReeve', 'RichardPryor', 'JackieCooper']",RichardLester
64807,Grudge Match,"['RobertDeNiro', 'SylvesterStallone', 'AlanArkin']",PeterSegal
12289,Red Cliff,"['ChangChen', 'HuJun', 'TonyLeungChiu-Wai']",JohnWoo
11529,Sweet Home Alabama,"['ReeseWitherspoon', 'JoshLucas', 'PatrickDempsey']",AndyTennant
20943,The Ugly Truth,"['KatherineHeigl', 'GerardButler', 'EricWinter']",RobertLuketic
9099,Sgt. Bilko,"['SteveMartin', 'DanAykroyd', 'PhilHartman']",JonathanLynn
9488,Spy Kids 2: The Island of Lost Dreams,"['AntonioBanderas', 'CarlaGugino', 'AlexaPenaVega']",RobertRodriguez
193,Star Trek: Generations,"['PatrickStewart', 'JonathanFrakes', 'BrentSpiner']",DavidCarson
44865,The Grandmaster,"['TonyLeungChiu-Wai', 'ZhangZiyi', 'SongHye-kyo']",WongKar-wai
55787,Water for Elephants,"['RobertPattinson', 'ReeseWitherspoon', 'ChristophWaltz']",FrancisLawrence
257932,Dragon Nest: Warriors' Dawn,"['Carrie-AnneMoss', 'LucasGrabeel', 'BlytheAuffarth']",YuefengSong
10400,The Hurricane,"['DenzelWashington', 'VicellousReonShannon', 'DeborahKaraUnger']",NormanJewison
1957,Enough,"['JenniferLopez', 'BillyCampbell', 'JulietteLewis']",MichaelApted
10833,Heartbreakers,"['SigourneyWeaver', 'JenniferLoveHewitt', 'GeneHackman']",DavidMirkin
256961,Paul Blart: Mall Cop 2,"['KevinJames', 'RainiRodriguez', 'EduardoVerástegui']",AndyFickman
5852,Angel Eyes,"['JenniferLopez', 'JimCaviezel', 'JeremySisto']",LuisMandoki
12312,Joe Somebody,"['TimAllen', 'JulieBowen', 'KellyLynch']",JohnPasquin
622,The Ninth Gate,"['JohnnyDepp', 'FrankLangella', 'LenaOlin']",RomanPolanski
11306,Extreme Measures,"['HughGrant', 'GeneHackman', 'SarahJessicaParker']",MichaelApted
12508,Rock Star,"['MarkWahlberg', 'JenniferAniston', 'JasonFlemyng']",StephenHerek
25793,Precious,"['GaboureySidibe', ""Mo'Nique"", 'PaulaPatton']",LeeDaniels
10534,White Squall,"['JeffBridges', 'CarolineGoodall', 'JohnSavage']",RidleyScott
1091,The Thing,"['KurtRussell', 'KeithDavid', 'WilfordBrimley']",JohnCarpenter
87421,Riddick,"['VinDiesel', 'KarlUrban', 'KateeSackhoff']",DavidTwohy
10871,Switchback,"['DennisQuaid', 'DannyGlover', 'R.LeeErmey']",JebStuart
13503,Texas Rangers,"['JamesVanDerBeek', 'RachaelLeighCook', 'AshtonKutcher']",SteveMiner
13600,City of Ember,"['SaoirseRonan', 'HarryTreadaway', 'MaryKayPlace']",GilKenan
68722,The Master,"['JoaquinPhoenix', 'PhilipSeymourHoffman', 'AmyAdams']",PaulThomasAnderson
14324,Virgin Territory,"['RyanCartwright', 'HaydenChristensen', 'MischaBarton']",DavidLeland
14325,The Express,"['RobBrown', 'DennisQuaid', 'DarrinHenson']",GaryFleder
299687,The 5th Wave,"['ChloëGraceMoretz', 'NickRobinson', 'AlexRoe']",JBlakeson
312221,Creed,"['MichaelB.Jordan', 'SylvesterStallone', 'GrahamMcTavish']",RyanCoogler
23168,The Town,"['BenAffleck', 'RebeccaHall', 'JeremyRenner']",BenAffleck
76494,What to Expect When You're Expecting,"['CameronDiaz', 'JenniferLopez', 'ElizabethBanks']",KirkJones
4944,Burn After Reading,"['GeorgeClooney', 'FrancesMcDormand', 'BradPitt']",JoelCoen
10488,Nim's Island,"['AbigailBreslin', 'JodieFoster', 'GerardButler']",JenniferFlackett
96721,Rush,"['DanielBrühl', 'ChrisHemsworth', 'OliviaWilde']",RonHoward
334,Magnolia,"['JulianneMoore', 'WilliamH.Macy', 'JohnC.Reilly']",PaulThomasAnderson
23742,Cop Out,"['BruceWillis', 'TracyMorgan', 'JuanCarlosHernández']",KevinSmith
259694,How to Be Single,"['DakotaJohnson', 'RebelWilson', 'AlisonBrie']",ChristianDitter
62837,Dolphin Tale,"['MorganFreeman', 'AshleyJudd', 'HarryConnickJr.']",CharlesMartinSmith
8966,Twilight,"['KristenStewart', 'RobertPattinson', 'BillyBurke']",CatherineHardwicke
8470,John Q,"['DenzelWashington', 'RobertDuvall', 'AnneHeche']",NickCassavetes
11001,Blue Streak,"['MartinLawrence', 'LukeWilson', 'DaveChappelle']",LesMayfield
138832,We're the Millers,"['JasonSudeikis', 'JenniferAniston', 'WillPoulter']",RawsonMarshallThurber
16911,The Inhabited Island,"['VasilyStepanov', 'PyotrFyodorov', 'ЮлияСнигирь']",FyodorBondarchuk
2163,Breakdown,"['KurtRussell', 'J.T.Walsh', 'KathleenQuinlan']",JonathanMostow
36670,Never Say Never Again,"['SeanConnery', 'KimBasinger', 'KlausMariaBrandauer']",IrvinKershner
23048,Hot Tub Time Machine,"['JohnCusack', 'LizzyCaplan', 'RobCorddry']",StevePink
227735,Dolphin Tale 2,"['MorganFreeman', 'AshleyJudd', 'NathanGamble']",CharlesMartinSmith
2155,Reindeer Games,"['BenAffleck', 'GarySinise', 'CharlizeTheron']",JohnFrankenheimer
8409,A Man Apart,"['VinDiesel', 'LarenzTate', 'TimothyOlyphant']",F.GaryGray
222936,Aloha,"['BradleyCooper', 'EmmaStone', 'RachelMcAdams']",CameronCrowe
31908,Ghosts of Mississippi,"['AlecBaldwin', 'JamesWoods', 'VirginiaMadsen']",RobReiner
10219,Snow Falling on Cedars,"['EthanHawke', 'YoukiKudoh', 'ReeveCarney']",ScottHicks
48171,The Rite,"['AnthonyHopkins', ""ColinO'Donoghue"", 'AliceBraga']",MikaelHåfström
782,Gattaca,"['EthanHawke', 'JudeLaw', 'GoreVidal']",AndrewNiccol
75531,Isn't She Great,"['BetteMidler', 'NathanLane', 'StockardChanning']",AndrewBergman
11802,Space Chimps,"['AndySamberg', 'CherylHines', 'JeffDaniels']",KirkDeMicco
9776,Head of State,"['ChrisRock', 'BernieMac', 'DylanBaker']",ChrisRock
18785,The Hangover,"['BradleyCooper', 'EdHelms', 'ZachGalifianakis']",ToddPhillips
365222,Ip Man 3,"['DonnieYen', 'LynnHung', 'ZhangJin']",WilsonYip
817,Austin Powers: The Spy Who Shagged Me,"['MikeMyers', 'HeatherGraham', 'MichaelYork']",JayRoach
268,Batman,"['JackNicholson', 'MichaelKeaton', 'KimBasinger']",TimBurton
45054,There Be Dragons,"['CharlieCox', 'DougrayScott', 'WesBentley']",RolandJoffé
943,Lethal Weapon 3,"['MelGibson', 'DannyGlover', 'JoePesci']",RichardDonner
22881,The Blind Side,"['SandraBullock', 'QuintonAaron', 'KathyBates']",JohnLeeHancock
10054,Spy Kids,"['AlexaPenaVega', 'DarylSabara', 'AntonioBanderas']",RobertRodriguez
51540,Horrible Bosses,"['JenniferAniston', 'JasonBateman', 'CharlieDay']",SethGordon
44264,True Grit,"['JeffBridges', 'MattDamon', 'JoshBrolin']",JoelCoen
350,The Devil Wears Prada,"['MerylStreep', 'AnneHathaway', 'EmilyBlunt']",DavidFrankel
152,Star Trek: The Motion Picture,"['WilliamShatner', 'LeonardNimoy', 'DeForestKelley']",RobertWise
109431,Identity Thief,"['JasonBateman', 'MelissaMcCarthy', 'JonFavreau']",SethGordon
1598,Cape Fear,"['RobertDeNiro', 'NickNolte', 'JessicaLange']",MartinScorsese
8065,21,"['JimSturgess', 'KevinSpacey', 'KateBosworth']",RobertLuketic
271718,Trainwreck,"['AmySchumer', 'BillHader', 'BrieLarson']",JuddApatow
11638,Guess Who,"['BernieMac', 'AshtonKutcher', 'ZoeSaldana']",KevinRodneySullivan
409,The English Patient,"['RalphFiennes', 'JulietteBinoche', 'WillemDafoe']",AnthonyMinghella
2118,L.A. Confidential,"['KevinSpacey', 'GuyPearce', 'DannyDeVito']",CurtisHanson
11459,Sky High,"['MichaelAngarano', 'KurtRussell', 'KellyPreston']",MikeMitchell
10806,In & Out,"['KevinKline', 'JoanCusack', 'TomSelleck']",FrankOz
9348,Species,"['NatashaHenstridge', 'BenKingsley', 'MichaelMadsen']",RogerDonaldson
377,A Nightmare on Elm Street,"['JohnSaxon', 'RoneeBlakley', 'HeatherLangenkamp']",WesCraven
8843,The Cell,"['JenniferLopez', ""VincentD'Onofrio"", 'VinceVaughn']",TarsemSingh
9313,The Man in the Iron Mask,"['LeonardoDiCaprio', 'JeremyIrons', 'GérardDepardieu']",RandallWallace
39486,Secretariat,"['DianeLane', 'JohnMalkovich', 'ScottGlenn']",RandallWallace
1273,TMNT,"['ChrisEvans', 'SarahMichelleGellar', 'Mako']",KevinMunroe
13920,Radio,"['CubaGoodingJr.', 'EdHarris', 'AlfreWoodard']",MikeTollin
50544,Friends with Benefits,"['JustinTimberlake', 'MilaKunis', 'PatriciaClarkson']",WillGluck
325133,Neighbors 2: Sorority Rising,"['SethRogen', 'RoseByrne', 'ZacEfron']",NicholasStoller
140823,Saving Mr. Banks,"['EmmaThompson', 'TomHanks', 'PaulGiamatti']",JohnLeeHancock
1883,Malcolm X,"['DenzelWashington', 'AngelaBassett', 'AlbertHall']",SpikeLee
89492,This Is 40,"['PaulRudd', 'LeslieMann', 'JasonSegel']",JuddApatow
22949,Old Dogs,"['RobinWilliams', 'JohnTravolta', 'SethGreen']",WaltBecker
12437,Underworld: Rise of the Lycans,"['BillNighy', 'MichaelSheen', 'RhonaMitra']",PatrickTatopoulos
2959,License to Wed,"['RobinWilliams', 'MandyMoore', 'JohnKrasinski']",KenKwapis
9957,The Benchwarmers,"['JonHeder', 'RobSchneider', 'DavidSpade']",DennisDugan
11648,Must Love Dogs,"['DianeLane', 'JohnCusack', 'ElizabethPerkins']",GaryDavidGoldberg
9366,Donnie Brasco,"['JohnnyDepp', 'AlPacino', 'MichaelMadsen']",MikeNewell
1576,Resident Evil,"['MillaJovovich', 'MichelleRodriguez', 'EricMabius']",PaulW.S.Anderson
609,Poltergeist,"['CraigT.Nelson', 'JoBethWilliams', 'BeatriceStraight']",TobeHooper
5516,The Ladykillers,"['TomHanks', 'IrmaP.Hall', 'MarlonWayans']",JoelCoen
13051,Max Payne,"['MarkWahlberg', 'MilaKunis', 'BeauBridges']",JohnMoore
49530,In Time,"['JustinTimberlake', 'AmandaSeyfried', 'CillianMurphy']",AndrewNiccol
34806,The Back-Up Plan,"['JenniferLopez', ""AlexO'Loughlin"", 'DanneelAckles']",AlanPoul
49022,Something Borrowed,"['KateHudson', 'GinniferGoodwin', 'JohnKrasinski']",LukeGreenfield
11469,Black Knight,"['MartinLawrence', 'MarshaThomason', 'TomWilkinson']",GilJunger
23479,The Bad News Bears,"['WalterMatthau', ""TatumO'Neal"", 'BenPiazza']",MichaelRitchie
11667,Street Fighter,"['Jean-ClaudeVanDamme', 'RaúlJuliá', 'Ming-NaWen']",StevenE.deSouza
423,The Pianist,"['AdrienBrody', 'ThomasKretschmann', 'FrankFinlay']",RomanPolanski
2447,The Nativity Story,"['KeishaCastle-Hughes', 'OscarIsaac', 'HiamAbbass']",CatherineHardwicke
10066,House of Wax,"['ElishaCuthbert', 'ParisHilton', 'BrianVanHolt']",JaumeCollet-Serra
2288,Closer,"['JuliaRoberts', 'JudeLaw', 'NataliePortman']",MikeNichols
88794,J. Edgar,"['LeonardoDiCaprio', 'JoshHamilton', 'GeoffPierson']",ClintEastwood
13515,Mirrors,"['KieferSutherland', 'PaulaPatton', 'AmySmart']",AlexandreAja
11979,Queen of the Damned,"['StuartTownsend', 'Aaliyah', 'MargueriteMoreau']",MichaelRymer
169,Predator 2,"['KevinPeterHall', 'DannyGlover', 'GaryBusey']",StephenHopkins
8090,Untraceable,"['DianeLane', 'BillyBurke', 'ColinHanks']",GregoryHoblit
11622,Blast from the Past,"['BrendanFraser', 'AliciaSilverstone', 'ChristopherWalken']",HughWilson
3604,Flash Gordon,"['SamJ.Jones', 'MelodyAnderson', 'MaxvonSydow']",MikeHodges
9541,Jersey Girl,"['BenAffleck', 'RaquelCastro', 'LivTyler']",KevinSmith
94348,Alex Cross,"['TylerPerry', 'RachelNichols', 'JeanReno']",RobCohen
8197,Midnight in the Garden of Good and Evil,"['JohnCusack', 'KevinSpacey', 'JudeLaw']",ClintEastwood
336004,Heist,"['JeffreyDeanMorgan', 'RobertDeNiro', 'KateBosworth']",ScottMann
35019,Nanny McPhee and the Big Bang,"['EmmaThompson', 'AsaButterfield', 'RalphFiennes']",SusannaWhite
10410,Hoffa,"['JackNicholson', 'DannyDeVito', 'ArmandAssante']",DannyDeVito
8836,The X Files: I Want to Believe,"['DavidDuchovny', 'GillianAnderson', 'AmandaPeet']",ChrisCarter
14442,Ella Enchanted,"['AnneHathaway', 'HughDancy', 'CaryElwes']",TommyO'Haver
321741,Concussion,"['WillSmith', 'AlecBaldwin', 'AlbertBrooks']",PeterLandesman
59965,Abduction,"['TaylorLautner', 'LilyCollins', 'AlfredMolina']",JohnSingleton
14175,Valiant,"['EwanMcGregor', 'RickyGervais', 'TimCurry']",GaryChapman
11004,Wonder Boys,"['MichaelDouglas', 'TobeyMaguire', 'FrancesMcDormand']",CurtisHanson
11918,Superhero Movie,"['DrakeBell', 'SaraPaxton', 'LeslieNielsen']",CraigMazin
98357,Broken City,"['MarkWahlberg', 'RussellCrowe', 'CatherineZeta-Jones']",AllenHughes
10012,Cursed,"['PortiadeRossi', 'ChristinaRicci', 'JesseEisenberg']",WesCraven
49526,Premium Rush,"['JosephGordon-Levitt', 'MichaelShannon', 'DaniaRamirez']",DavidKoepp
268920,Hot Pursuit,"['ReeseWitherspoon', 'SofíaVergara', 'MichaelMosley']",AnneFletcher
9093,The Four Feathers,"['HeathLedger', 'WesBentley', 'KateHudson']",ShekharKapur
119283,Parker,"['JasonStatham', 'JenniferLopez', 'NickNolte']",TaylorHackford
11823,Wimbledon,"['KirstenDunst', 'PaulBettany', 'SamNeill']",RichardLoncraine
35169,Furry Vengeance,"['BrendanFraser', 'KenJeong', 'BrookeShields']",RogerKumble
118957,Bait,"['SharniVinson', 'PhoebeTonkin', 'JulianMcMahon']",KimbleRendall
849,Krull,"['KenMarshall', 'LysetteAnthony', 'FrancescaAnnis']",PeterYates
4515,Lions for Lambs,"['RobertRedford', 'MerylStreep', 'TomCruise']",RobertRedford
18886,Flight of the Intruder,"['DannyGlover', 'WillemDafoe', 'BradJohnson']",JohnMilius
6575,Walk Hard: The Dewey Cox Story,"['JohnC.Reilly', 'JennaFischer', 'TimMeadows']",JakeKasdan
6440,The Shipping News,"['KevinSpacey', 'JulianneMoore', 'CateBlanchett']",LasseHallström
13496,American Outlaws,"['ColinFarrell', 'ScottCaan', 'AliLarter']",LesMayfield
18320,The Young Victoria,"['EmilyBlunt', 'JimBroadbent', 'MarkStrong']",Jean-MarcVallée
22787,Whiteout,"['KateBeckinsale', 'GabrielMacht', 'TomSkerritt']",DominicSena
8967,The Tree of Life,"['BradPitt', 'SeanPenn', 'JessicaChastain']",TerrenceMalick
37498,Knock Off,"['Jean-ClaudeVanDamme', 'LelaRochon', 'PaulSorvino']",TsuiHark
144336,Sabotage,"['ArnoldSchwarzenegger', 'SamWorthington', 'MireilleEnos']",DavidAyer
9616,The Order,"['HeathLedger', 'ShannynSossamon', 'BennoFürmann']",BrianHelgeland
13056,Punisher: War Zone,"['RayStevenson', 'DominicWest', 'JulieBenz']",LexiAlexander
14113,Zoom,"['TimAllen', 'CourteneyCox', 'ChevyChase']",PeterHewitt
285783,The Walk,"['JosephGordon-Levitt', 'BenKingsley', 'CharlotteLeBon']",RobertZemeckis
49478,Warriors of Virtue,"['AngusMacfadyen', 'MarioYedidia', 'MarleyShelton']",RonnyYu
9726,A Good Year,"['RussellCrowe', 'MarionCotillard', 'AlbertFinney']",RidleyScott
20763,Radio Flyer,"['ElijahWood', 'LorraineBracco', 'AdamBaldwin']",RichardDonner
9702,Bound by Honor,"['DamianChapa', 'JesseBorrego', 'BenjaminBratt']",TaylorHackford
9311,Smilla's Sense of Snow,"['JuliaOrmond', 'GabrielByrne', 'RichardHarris']",BilleAugust
9280,Femme Fatale,"['RebeccaRomijn', 'AntonioBanderas', 'PeterCoyote']",BrianDePalma
26843,Lion of the Desert,"['AnthonyQuinn', 'RodSteiger', 'OliverReed']",MoustaphaAkkad
11876,The Horseman on the Roof,"['JulietteBinoche', 'OlivierMartinez', 'PierreArditi']",Jean-PaulRappeneau
22267,Ride with the Devil,"['TobeyMaguire', 'SkeetUlrich', 'JeffreyWright']",AngLee
45958,Biutiful,"['JavierBardem', 'MaricelÁlvarez', 'HanaaBouchaib']",AlejandroGonzálezIñárritu
1969,Bandidas,"['PenélopeCruz', 'SalmaHayek', 'DwightYoakam']",JoachimRønning
310706,Black Water Transit,"['LaurenceFishburne', 'KarlUrban', 'BrittanySnow']",TonyKaye
198663,The Maze Runner,"[""DylanO'Brien"", 'KiHongLee', 'KayaScodelario']",WesBall
239573,Unfinished Business,"['VinceVaughn', 'DaveFranco', 'JamesMarsden']",KenScott
10436,The Age of Innocence,"['DanielDay-Lewis', 'MichellePfeiffer', 'WinonaRyder']",MartinScorsese
1381,The Fountain,"['HughJackman', 'RachelWeisz', 'EllenBurstyn']",DarrenAronofsky
2162,Chill Factor,"['CubaGoodingJr.', 'SkeetUlrich', 'PeterFirth']",HughJohnson
127493,Stolen,"['NicolasCage', 'MalinÅkerman', 'JoshLucas']",SimonWest
12429,Ponyo,"['YuriaNara', 'HirokiDoi', 'GeorgeTokoro']",HayaoMiyazaki
228205,The Longest Ride,"['ScottEastwood', 'BrittRobertson', 'LolitaDavidovich']","GeorgeTillman,Jr."
2900,The Astronaut's Wife,"['JohnnyDepp', 'CharlizeTheron', 'JoeMorton']",RandRavich
21311,I Dreamed of Africa,"['KimBasinger', 'VincentPérez', 'LiamAiken']",HughHudson
77875,Playing for Keeps,"['GerardButler', 'JessicaBiel', 'UmaThurman']",GabrieleMuccino
192136,Mandela: Long Walk to Freedom,"['IdrisElba', 'NaomieHarris', 'TonyKgoroge']",JustinChadwick
18254,Reds,"['WarrenBeatty', 'DianeKeaton', 'EdwardHerrmann']",WarrenBeatty
881,A Few Good Men,"['TomCruise', 'JackNicholson', 'DemiMoore']",RobReiner
10877,Exit Wounds,"['StevenSeagal', 'DMX', 'IsaiahWashington']",AndrzejBartkowiak
9600,Big Momma's House,"['MartinLawrence', 'NiaLong', 'PaulGiamatti']",RajaGosnell
202575,Thunder and the House of Magic,"['BrianneSiddall', 'JoeyCamen', 'ElisaGabrielli']",BenStassen
71469,The Darkest Hour,"['EmileHirsch', 'RachaelTaylor', 'OliviaThirlby']",ChrisGorak
85446,Step Up Revolution,"['KathrynMcCormick', 'RyanGuzman', 'StephenBoss']",ScottSpeer
326,Snakes on a Plane,"['SamuelL.Jackson', 'JuliannaMargulies', 'KenanThompson']",DavidR.Ellis
10685,The Watcher,"['JamesSpader', 'KeanuReeves', 'MarisaTomei']",JoeCharbanic
7220,The Punisher,"['ThomasJane', 'JohnTravolta', 'WillPatton']",JonathanHensleigh
9763,Goal!: The Dream Begins,"['KunoBecker', 'AlessandroNivola', 'AnnaFriel']",DannyCannon
72387,Safe,"['JasonStatham', 'ChrisSarandon', 'JamesHong']",BoazYakin
12596,Pushing Tin,"['JohnCusack', 'BillyBobThornton', 'CateBlanchett']",MikeNewell
1892,Return of the Jedi,"['MarkHamill', 'HarrisonFord', 'CarrieFisher']",RichardMarquand
13460,Doomsday,"['RhonaMitra', 'BobHoskins', 'MalcolmMcDowell']",NeilMarshall
